49435,"2-Methylanthracene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,2-Methylanthracene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49436,"Benzo[a]anthracene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Benz[a]anthracene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49437,"9,10-Anthraquinone, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Anthraquinone,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49438,"1,2,4-Trichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,"1,2,4-Trichlorobenzene",ug/kg,Bed Sediment,,,,Dry,< 2 mm
49439,"1,2-Dichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,o-Dichlorobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49440,"1,3,5-Trichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,"1,3,5-Trichlorobenzene",ug/kg,Bed Sediment,,,,Dry,< 2 mm
49441,"1,3-Dichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,m-Dichlorobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49442,"1,4-Dichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,p-Dichlorobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49443,"Azobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Azobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49444,"Nitrobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Nitrobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49445,"Pentachlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Pentachlorobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49446,"Pentachloronitrobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Pentachloronitrobenzene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49447,"PCB congener 1, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,2-Chlorobiphenyl,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49448,"Hexachlorobutadiene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Hexachlorobutadiene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49449,"Carbazole, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Carbazole,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49450,"Chrysene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Chrysene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49451,"p-Cresol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,p-Cresol,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49452,"Dibenzothiophene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Dibenzothiophene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49453,"Hexachloroethane, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Hexachloroethane,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49454,"4-Bromophenyl phenyl ether, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,p-Bromophenyl phenyl ether,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49455,"4-Chlorophenyl phenyl ether, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,p-Chlorophenyl phenyl ether,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49456,"Bis(2-chloroethyl) ether, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Bis(2-chloroethyl) ether,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49457,"Bis(2-chloroisopropyl) ether, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight,  micrograms per kilogram",Not checked,Bis(2-chloroisopropyl) ether,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49458,"Benzo[b]fluoranthene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Benzo(b)fluoranthene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49459,"PCBs, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Polychlorinated biphenyls,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49460,"Pentachloroanisole, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,"Benzene, pentachloromethoxy-",ug/kg,Bed Sediment,,,,Dry,< 2 mm
49461,"Dibenzo[a,h]anthracene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,"Dibenz[a,h]anthracene",ug/kg,Bed Sediment,,,,Dry,< 2 mm
49465,"Vanadium, biota, tissue, recoverable, dry weight, micrograms per gram",Not checked,Vanadium,ug/g,Recoverable,,,,Dry,
49466,"Fluoranthene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Fluoranthene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49467,"2-Chlorophenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,o-Chlorophenol,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49468,"Benzo[c]cinnoline, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,Benzo[c]cinnoline,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49469,"Gross beta radioactivity counting error, water, unfiltered, Cs-137 curve, picocuries per liter",Agree,Beta particle,pCi/L,Total,,Counting Error,,,
49470,"Gross alpha radioactivity, water, unfiltered, Pu-239 curve, picocuries per liter",Agree,Alpha particle,pCi/L,Total,,,,,
49471,"Gross alpha radioactivity counting error, water, unfiltered, Pu-239 curve, picocuries per liter",Agree,Alpha particle,pCi/L,Total,,Counting Error,,,
49472,"Bismuth-212, water, unfiltered, picocuries per liter",Agree,Bismuth-212,pCi/L,Total,,,,,
49473,"Bismuth-212 counting error, water, unfiltered, picocuries per liter",Agree,Bismuth-212,pCi/L,Total,,Counting Error,,,
49474,"Plutonium-239 plus plutonium-240 counting error, water, unfiltered, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Total,,Counting Error,,,
49475,"Plutonium-239 plus plutonium-240, water, unfiltered, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Total,,,,,
49476,"Europium-152, water, unfiltered, picocuries per liter",Agree,Europium-152,pCi/L,Total,,,,,
49477,"Europium-152 counting error, water, unfiltered, picocuries per liter",Agree,Europium-152,pCi/L,Total,,Counting Error,,,
49478,"Plutonium-239 plus plutonium-240, water, filtered, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Dissolved,,,,,
49479,"Plutonium-239 plus plutonium-240 counting error, water, filtered, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Dissolved,,Counting Error,,,
49480,"Nickel-63, water, unfiltered, picocuries per liter",Agree,Nickel-63,pCi/L,Total,,,,,
49481,"Nickel-63 counting error, water, unfiltered, picocuries per liter",Agree,Nickel-63,pCi/L,Total,,Counting Error,,,
49482,"Chlorine-36, water, unfiltered, picocuries per liter",Agree,Chlorine-36,pCi/L,Total,,,,,
49483,"Chlorine-36 counting error, water, unfiltered, picocuries per liter",Agree,Chlorine-36,pCi/L,Total,,Counting Error,,,
49484,"Plutonium-239 plus plutonium-240 counting error, suspended sediment, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Suspended,,Counting Error,,,
49485,"Plutonium-239 plus plutonium-240, suspended sediment, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Suspended,,,,,
49486,"Plutonium-238 counting error, suspended sediment, picocuries per liter",Agree,Plutonium-238,pCi/L,Suspended,,Counting Error,,,
49487,"Plutonium-238, suspended sediment, picocuries per liter",Agree,Plutonium-238,pCi/L,Suspended,,,,,
49488,"2-Methyl-4,6-dinitrophenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not agree,"4,6-Dinitro-o-cresol",ug/kg,Bed Sediment,,,,Dry,< 2 mm
49489,"Hexachlorocyclopentadiene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Agree,Hexachlorocyclopentadiene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49491,"Moisture content, biota, whole organism, recoverable, wet weight, percent",Not agree,Moisture content,%,Recoverable,,,,Wet,
49570,"Particulate nitrogen, suspended in water, milligrams per liter",Not checked,Nitrogen,mg/l,Suspended,,,,,
49688,"cis-Nonachlor, suspended sediment, recoverable, micrograms per liter",Agree,cis-Nonachlor,ug/l,Suspended,,,,,
49701,"Transparency, water, in situ, Secchi disc, feet",Agree,"Water transparency, Secchi disc",ft,,,,,,
49816,"PCB congener 3, water, filtered, recoverable, nanograms per liter",Agree,4-Chlorobiphenyl,ng/l,Dissolved,,,,,
49817,"PCB congeners 4+10, water, filtered, recoverable, nanograms per liter",Agree,PCB-4/10,ng/l,Dissolved,,,,,
49820,"PCB congener 25, water, filtered, recoverable, nanograms per liter",Agree,"2,3',4-Trichlorobiphenyl",ng/l,Dissolved,,,,,
49821,"PCB congener 53, water, filtered, recoverable, nanograms per liter",Agree,"2,2',5,6'-Tetrachlorobiphenyl",ng/l,Dissolved,,,,,
49822,"PCB congener 51, water, filtered, recoverable, nanograms per liter",Agree,"2,2',4,6'-Tetrachlorobiphenyl",ng/l,Dissolved,,,,,
49823,"PCB congener 63, water, filtered, recoverable, nanograms per liter",Agree,"2,3,4',5-Tetrachlorobiphenyl",ng/l,Dissolved,,,,,
49824,"PCB congener 66, water, filtered, recoverable, nanograms per liter",Agree,"2,3',4,4'-Tetrachlorobiphenyl",ng/l,Dissolved,,,,,
49825,"PCB congener 95, water, filtered, recoverable, nanograms per liter",Agree,"2,2',3,5',6-Pentachlorobiphenyl",ng/l,Dissolved,,,,,
49826,"PCB congener 89, water, filtered, recoverable, nanograms per liter",Agree,"2,2',3,4,6'-Pentachlorobiphenyl",ng/l,Dissolved,,,,,
49827,"PCB congener 83, water, filtered, recoverable, nanograms per liter",Agree,"2,2',3,3',5-Pentachlorobiphenyl",ng/l,Dissolved,,,,,
49830,"PCB congener 158, water, filtered, recoverable, nanograms per liter",Agree,"2,3,3',4,4',6-Hexachlorobiphenyl",ng/l,Dissolved,,,,,
49832,"PCB congener 193, water, filtered, recoverable, nanograms per liter",Agree,"2,3,3',4',5,5',6-Heptachlorobiphenyl",ng/l,Dissolved,,,,,
49833,"PCB congener 198, water, filtered, recoverable, nanograms per liter",Agree,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",ng/l,Dissolved,,,,,
49834,"PCB congener 207, water, filtered, recoverable, nanograms per liter",Agree,"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",ng/l,Dissolved,,,,,
49835,"PCB congener 3, suspended sediment, recoverable, nanograms per liter",Agree,4-Chlorobiphenyl,ng/l,Suspended,,,,,
49836,"PCB congeners 4+10, suspended sediment, recoverable, nanograms per liter",Agree,PCB-4/10,ng/l,Suspended,,,,,
49839,"PCB congener 25, suspended sediment, recoverable, nanograms per liter",Agree,"2,3',4-Trichlorobiphenyl",ng/l,Suspended,,,,,
49840,"PCB congener 53, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',5,6'-Tetrachlorobiphenyl",ng/l,Suspended,,,,,
49841,"PCB congener 51, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',4,6'-Tetrachlorobiphenyl",ng/l,Suspended,,,,,
49842,"PCB congener 63, suspended sediment, recoverable, nanograms per liter",Agree,"2,3,4',5-Tetrachlorobiphenyl",ng/l,Suspended,,,,,
49843,"PCB congener 66, suspended sediment, recoverable, nanograms per liter",Agree,"2,3',4,4'-Tetrachlorobiphenyl",ng/l,Suspended,,,,,
49844,"PCB congener 95, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',3,5',6-Pentachlorobiphenyl",ng/l,Suspended,,,,,
49845,"PCB congener 89, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',3,4,6'-Pentachlorobiphenyl",ng/l,Suspended,,,,,
49846,"PCB congener 83, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',3,3',5-Pentachlorobiphenyl",ng/l,Suspended,,,,,
49850,"PCB congener 158, suspended sediment, recoverable, nanograms per liter",Agree,"2,3,3',4,4',6-Hexachlorobiphenyl",ng/l,Suspended,,,,,
49852,"PCB congener 193, suspended sediment, recoverable, nanograms per liter",Agree,"2,3,3',4',5,5',6-Heptachlorobiphenyl",ng/l,Suspended,,,,,
49853,"PCB congener 198, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",ng/l,Suspended,,,,,
49854,"PCB congener 207, suspended sediment, recoverable, nanograms per liter",Agree,"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",ng/l,Suspended,,,,,
49855,"PCB congener 126, biota, tissue, recoverable, wet weight, micrograms per kilogram",Agree,"3,3',4,4',5-Pentachlorobiphenyl",ug/kg,,,,,Wet,
49856,"PCB congener 105, biota, tissue, recoverable, wet weight, micrograms per kilogram",Agree,"2,3,3',4,4'-Pentachlorobiphenyl",ug/kg,,,,,Wet,
49858,"PCB congener 169, biota, tissue, recoverable, wet weight, micrograms per kilogram",Agree,"3,3',4,4',5,5'-Hexachlorobiphenyl",ug/kg,,,,,Wet,
49892,"Gasoline range organic compounds, water, unfiltered, recoverable, micrograms per liter",Agree,Gasoline range organics,ug/l,Recoverable,,,,,
49902,"Sulfur-34/Sulfur-32 ratio in sulfide, water, filtered, per mil",Agree,Sulfur-34/Sulfur-32 ratio,per mil,Dissolved,,,,,
49926,"Carbon-13/Carbon-12 ratio in carbon dioxide, per mil",Agree,Carbon-13/Carbon-12 ratio,per mil,,,,,,
49927,"Carbon-13/Carbon-12 ratio, rock, per mil",Agree,Carbon-13/Carbon-12 ratio,per mil,,,,,,
49928,"Sulfur-34/Sulfur-32 ratio in sulfate, rock, per mil",Agree,Sulfur-34/Sulfur-32 ratio,per mil,,,,,,
49929,"Sulfur-34/Sulfur-32 ratio in sulfide, rock, per mil",Agree,Sulfur-34/Sulfur-32 ratio,per mil,,,,,,
49930,"Sulfur-34/Sulfur-32 ratio in disulfide, rock, per mil",Agree,Sulfur-34/Sulfur-32 ratio,per mil,,,,,,
49931,"Sulfur-34/Sulfur-32 ratio in monosulfide, rock, per mil",Agree,Sulfur-34/Sulfur-32 ratio,per mil,,,,,,
49932,"Sulfur-34/Sulfur-32 ratio in sulfate, water, filtered, per mil",Agree,Sulfur-34/Sulfur-32 ratio,per mil,Dissolved,,,,,
49933,"Carbon-14, water, filtered, percent modern",Agree,Carbon-14,pct modern,Dissolved,,,,,
49934,"Carbon-14 counting error, water, filtered, percent modern",Agree,Carbon-14,pct modern,Dissolved,,Counting Error,,,
49935,"Carbon-14 counting error, rock, percent modern",Agree,Carbon-14,pct modern,,,Counting Error,,,
49936,"Carbon-14, rock, percent modern",Agree,Carbon-14,pct modern,,,,,,
49937,"Gamma radioactivity scan 2-sigma combined uncertainty, water, filtered, picocuries per liter",Agree,Gamma radiation,pCi/L,Dissolved,,2-Sigma CSU,,,
49938,"Gamma radioactivity scan, water, filtered, picocuries per liter",Agree,Gamma radiation,pCi/L,Dissolved,,,,,
49939,"Plutonium-238 2-sigma combined uncertainty, water, filtered, picocuries per liter",Agree,Plutonium-238,pCi/L,Dissolved,,2-Sigma CSU,,,
49940,"Plutonium-239 plus plutonium-240, water, filtered, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Dissolved,,,,,
49941,"Plutonium-239 plus plutonium-240 2-sigma combined uncertainty, water, filtered, picocuries per liter",Not checked,Plutonium-239 and Plutonium-240 combined,pCi/L,Dissolved,,2-Sigma CSU,,,
49942,"Americium-241 2-sigma combined uncertainty, water, filtered, picocuries per liter",Agree,Americium-241,pCi/L,Dissolved,,2-Sigma CSU,,,
49943,"Tritium 2-sigma combined uncertainty, water, unfiltered, picocuries per liter",Agree,Tritium,pCi/L,Total,,2-Sigma CSU,,,
49944,"Gross alpha radioactivity, bed sediment, natural uranium curve, dry weight, micrograms per gram",Agree,Alpha particle,ug/g,Bed Sediment,,,,Dry,
49945,"Gross alpha radioactivity 2-sigma combined uncertainty, bed sediment, natural uranium curve, dry weight, micrograms per gram",Agree,Alpha particle,ug/g,Bed Sediment,,2-Sigma CSU,,Dry,
49946,"Gross alpha radioactivity, suspended sediment, natural uranium curve, dry weight, micrograms per gram",Agree,Alpha particle,ug/g,Suspended,,,,Dry,
49947,"Gross alpha radioactivity 2-sigma combined uncertainty, suspended sediment, natural uranium curve, dry weight, micrograms per gram",Agree,Alpha particle,ug/g,Suspended,,2-Sigma CSU,,Dry,
49948,"2-Ethylnaphthalene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Not checked,2-Ethylnaphthalene,ug/kg,Bed Sediment,,,,Dry,< 2 mm
49949,"17-beta-Estradiol, biota, fish, blood plasma, wet weight, recoverable, picograms per milliliter",Agree,Estradiol,pg/mL,Recoverable,,,,Wet,
49950,"Testosterone, biota, fish, blood plasma, wet weight, recoverable, picograms per milliliter",Agree,"Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-",pg/mL,Recoverable,,,,Wet,
49953,"Biomass, phytoplankton, ash free dry mass, milligrams per liter",Agree,"Biomass, phytoplankton",mg/l,,,,,Ash-Free Dry,
49954,"Biomass, periphyton, ash free dry mass, grams per square meter",Agree,"Biomass, periphyton",g/m2,,,,,Ash-Free Dry,
49955,"Thallium, suspended sediment, dry weight, micrograms per gram",Agree,Thallium,ug/g,Suspended,,,,Dry,
49956,"Distance, observation point to sample location, feet",Agree,Distance,ft,,,,,,
49957,"Distance, horizontal, observation point to sampling location, feet",Agree,Distance,ft,,,,,,
49960,"Gross alpha radioactivity, suspended sediment, Th-230 curve, dry weight, picocuries per gram",Agree,Alpha particle,pCi/g,Suspended,,,,Dry,
49961,"Gross alpha radioactivity 2-sigma combined uncertainty, suspended sediment, Th-230 curve, dry weight, picocuries per gram",Agree,Alpha particle,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49962,"Gross beta radioactivity, bed sediment, Cs-137 curve, dry weight, picocuries per gram",Agree,Beta particle,pCi/g,Bed Sediment,,,,Dry,
49963,"Gross beta radioactivity 2-sigma combined uncertainty, bed sediment, Cs-137 curve, dry weight, picocuries per gram",Agree,Beta particle,pCi/g,Bed Sediment,,2-Sigma CSU,,Dry,
49964,"Gross beta radioactivity, suspended sediment, Cs-137 curve, dry weight, picocuries per gram",Agree,Beta particle,pCi/g,Suspended,,,,Dry,
49965,"Gross beta radioactivity 2-sigma combined uncertainty, suspended sediment, Cs-137 curve, dry weight, picocuries per gram",Agree,Beta particle,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49966,"Gross beta radioactivity, suspended sediment, Sr-89/90 curve, dry weight, picocuries per gram",Agree,Beta particle,pCi/g,Suspended,,,,Dry,
49967,"Gross beta radioactivity 2-sigma combined uncertainty, suspended sediment, Sr-89/90 curve, dry weight, picocuries per gram",Agree,Beta particle,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49968,"Gamma radioactivity scan 2-sigma combined uncertainty, bed sediment, dry weight, picocuries per gram",Agree,Gamma radiation,pCi/g,Bed Sediment,,2-Sigma CSU,,Dry,
49969,"Gamma radioactivity scan, bed sediment, dry weight, picocuries per gram",Agree,Gamma radiation,pCi/g,Bed Sediment,,,,Dry,
49970,"Gamma radioactivity scan, suspended sediment, dry weight, picocuries per gram",Agree,Gamma radiation,pCi/g,Suspended,,,,Dry,
49971,"Gamma radioactivity scan 2-sigma combined uncertainty, suspended sediment, dry weight, picocuries per gram",Agree,Gamma radiation,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49972,"Radium-226, bed sediment, dry weight, picocuries per gram",Agree,Radium-226,pCi/g,Bed Sediment,,,,Dry,
49973,"Radium-226 2-sigma combined uncertainty, bed sediment, dry weight, picocuries per gram",Agree,Radium-226,pCi/g,Bed Sediment,,2-Sigma CSU,,Dry,
49974,"Plutonium-238, suspended sediment, dry weight, picocuries per gram",Agree,Plutonium-238,pCi/g,Suspended,,,,Dry,
49975,"Plutonium-238 2-sigma combined uncertainty, suspended sediment, dry weight, picocuries per gram",Agree,Plutonium-238,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49976,"Plutonium-239 plus plutonium-240, suspended sediment, dry weight, picocuries per gram",Agree,Plutonium-239 and Plutonium-240 combined,pCi/g,Suspended,,,,Dry,
49977,"Plutonium-239 plus plutonium-240 2-sigma combined uncertainty, suspended sediment, dry weight, picocuries per gram",Agree,Plutonium-239 and Plutonium-240 combined,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49978,"Cesium-137, bed sediment, dry weight, picocuries per gram",Agree,Cesium-137,pCi/g,Bed Sediment,,,,Dry,
49979,"Cesium-137 2-sigma combined uncertainty, bed sediment, dry weight, picocuries per gram",Agree,Cesium-137,pCi/g,Bed Sediment,,2-Sigma CSU,,Dry,
49980,"Americium-241, suspended sediment, dry weight, picocuries per gram",Agree,Americium-241,pCi/g,Suspended,,,,Dry,
49981,"Americium-241 2-sigma combined uncertainty, suspended sediment, dry weight, picocuries per gram",Agree,Americium-241,pCi/g,Suspended,,2-Sigma CSU,,Dry,
49991,"Methyl acrylate, water, unfiltered, recoverable, micrograms per liter",Agree,Methyl acrylate,ug/l,Recoverable,,,,,
49992,"tert-Butyl formate, water, unfiltered, recoverable, micrograms per liter",Agree,"Formic acid, 1,1-dimethylethyl ester",ug/l,Recoverable,,,,,
49993,"Ethyl formate, water, unfiltered, recoverable, micrograms per liter",Agree,Ethyl formate,ug/l,Recoverable,,,,,
49995,"2-Methyl-2-butene, water, unfiltered, recoverable, micrograms per liter",Agree,"2-Butene, 2-methyl-",ug/l,Recoverable,,,,,
49996,"2,3,3-Trimethylpentane, water, unfiltered, recoverable, micrograms per liter",Agree,"Pentane, 2,3,3-trimethyl-",ug/l,Recoverable,,,,,
49997,"2,3,4-Trimethylpentane, water, unfiltered, recoverable, micrograms per liter",Agree,"Pentane, 2,3,4-trimethyl-",ug/l,Recoverable,,,,,
49998,"2,3-Dimethylbutane, water, unfiltered, recoverable, micrograms per liter",Agree,"Butane, 2,3-dimethyl-",ug/l,Recoverable,,,,,
49999,"1,2,3,4-Tetramethylbenzene, water, unfiltered, recoverable, micrograms per liter",Agree,"1,2,3,4-Tetramethylbenzene",ug/l,Recoverable,,,,,
50000,"1,2,3,5-Tetramethylbenzene, water, unfiltered, recoverable, micrograms per liter",Agree,"1,2,3,5-Tetramethylbenzene",ug/l,Recoverable,,,,,
50001,"1,2,4,5-Tetramethylbenzene, water, unfiltered, recoverable, micrograms per liter",Agree,"1,2,4,5-Tetramethylbenzene",ug/l,Recoverable,,,,,
50002,"Bromoethene, water, unfiltered, recoverable, micrograms per liter",Agree,Vinyl bromide,ug/l,Recoverable,,,,,
50003,"Chloroacetonitrile, water, unfiltered, recoverable, micrograms per liter",Agree,"Acetonitrile, chloro-",ug/l,Recoverable,,,,,
50004,"tert-Butyl ethyl ether, water, unfiltered, recoverable, micrograms per liter",Agree,Ethyl tert-butyl ether,ug/l,Recoverable,,,,,
50005,"Methyl tert-pentyl ether, water, unfiltered, recoverable, micrograms per liter",Agree,tert-Amyl methyl ether,ug/l,Recoverable,,,,,
50006,"Metolachlor, water, dissolved, recoverable, grams per day",Agree,Metolachlor,g/day,Dissolved,,,,,
50007,"Atrazine, water, dissolved, recoverable, grams per day",Agree,Atrazine,g/day,Dissolved,,,,,
50009,"Alachlor ethanesulfonic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Agree,Alachlor ESA,ug/l,Dissolved,,,,,
50017,"Total coliform, ONPG-MUG method, water, colonies per 100 milliliters",Not checked,Total coliforms,cfu/100ml,Total,,,,,
50018,"2,4-Di-tert-pentylphenol, water, unfiltered, recoverable, micrograms per liter",Agree,"Phenol, 2,4-bis(1,1-dimethylpropyl)-",ug/l,Recoverable,,,,,
50019,"Butylamine, water, unfiltered, recoverable, micrograms per liter",Agree,Butylamine,ug/l,Recoverable,,,,,
50047,"Flow, maximum during 24 hour period, million gallons per day",Agree,"Flow, maximum during 24-hour period",mgd,,,Maximum,24 Hour,,
50050,"Flow, in conduit or through a treatment plant, million gallons per day",Agree,"Flow, in conduit or treatment plant",mgd,,,,,,
50051,"Flow rate, instantaneous, million gallons per day",Agree,"Flow rate, instantaneous",mgd,,,,,,
50055,"Depth of flow in pipe or conduit, inches",Agree,Depth,in,,,,,,
50060,"Chlorine (total residual), water, unfiltered, milligrams per liter",Agree,Chlorine,mg/l,Total Residual,,,,,
50064,"Chlorine (free available), water, unfiltered, milligrams per liter",Agree,Chlorine,mg/l,Free Available,,,,,
50066,"Chlorine (combined available), water, unfiltered, milligrams per liter",Agree,Chlorine,mg/l,Comb Available,,,,,
50086,"Settleable solids, water, unfiltered, milliliters per liter per hour",Agree,Settleable solids,mL/L/hr,Settleable,,,,,
50266,"2,6-Dichlorobenzamide, water, unfiltered, recoverable, micrograms per liter",Agree,"2,6-Dichlorobenzamide",ug/l,Recoverable,,,,,
50275,"Escherichia coli, m-TEC MF method, water, colonies per 100 milliliters",Not checked,Escherichia coli,cfu/100ml,,,,,,
50278,"Escherichia coli, NA-MUG MF method, water, colonies per 100 milliliters",Not checked,Escherichia coli,cfu/100ml,,,,,,
50279,"Suspended sediment concentration, flow-through centrifuge, milligrams per liter",Agree,Sediment,mg/l,Suspended,,,,,
50281,"Trichlorofluoromethane, for age dating, water, unfiltered, recoverable, picograms per kilogram",Not checked,CFC-11,pg/kg,Recoverable,,,,,
50282,"Dichlorodifluoromethane, for age dating, water, unfiltered, recoverable, picograms per kilogram",Not checked,CFC-12,pg/kg,Recoverable,,,,,
50283,"1,1,2-Trichloro-1,2,2-trifluoroethane, for age dating, water, unfiltered, recoverable, picograms per kilogram",Not checked,CFC-113,pg/kg,Recoverable,,,,,
50284,"Methylmercury, water, unfiltered, recoverable, nanograms per liter",Agree,Methylmercury(1+),ng/l,Recoverable,,,,,
50285,"Methylmercury, water, filtered, recoverable, nanograms per liter",Agree,Methylmercury(1+),ng/l,Dissolved,,,,,
50286,"Mercury, water, unfiltered, nanograms per liter",Agree,Mercury,ng/l,Total,,,,,
50287,"Mercury, water, filtered, nanograms per liter",Agree,Mercury,ng/l,Dissolved,,,,,
