62386,"PCB congeners 41 plus 64 plus 71, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-41/64/71,ng/g,Bed Sediment,,,,Dry,< 2 mm
62387,"PCB congeners 37 plus 42, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-37/42,ng/g,Bed Sediment,,,,Dry,< 2 mm
62388,"PCB congener 44, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,5'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62389,"PCB congener 45, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,6-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62390,"PCB congener 46, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,6'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62391,"PCB congeners 47 plus 48, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-47/48,ng/g,Bed Sediment,,,,Dry,< 2 mm
62392,"PCB congener 49, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',4,5'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62393,"PCB congener 51, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',4,6'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62394,"PCB congener 52, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',5,5'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62395,"PCB congener 53, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',5,6'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62396,"PCB congeners 56 plus 60, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-56/60,ng/g,Bed Sediment,,,,Dry,< 2 mm
62397,"PCB congener 63, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3,4',5-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62398,"PCB congener 66, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3',4,4'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62399,"PCB congeners 70 plus 76, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-70/76,ng/g,Bed Sediment,,,,Dry,< 2 mm
62400,"PCB congener 74, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,4,4',5-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62401,"PCB congener 77, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"3,3',4,4'-Tetrachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62402,"PCB congeners 77 plus 110, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-77/110,ng/g,Bed Sediment,,,,Dry,< 2 mm
62403,"PCB congener 82, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62404,"PCB congener 83, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',5-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62405,"PCB congener 85, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,4'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62406,"PCB congener 87, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,5'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62407,"PCB congener 89, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,6'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62408,"PCB congener 91, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4',6-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62409,"PCB congeners 92 plus 84, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-84/92,ng/g,Bed Sediment,,,,Dry,< 2 mm
62410,"PCB congener 95, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,5',6-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62411,"PCB congener 97, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4',5'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62412,"PCB congener 99, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',4,4',5-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62413,"PCB congener 101, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',4,5,5'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62414,"PCB congener 105, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3,3',4,4'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62415,"PCB congener 118, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3',4,4',5-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62416,"PCB congener 123, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3',4,4',5'-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62417,"PCB congeners 123 plus 149, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-123/149,ng/g,Bed Sediment,,,,Dry,< 2 mm
62418,"PCB congener 126, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"3,3',4,4',5-Pentachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62419,"PCB congener 128, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,4'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62420,"PCB congeners 132 plus 153 plus 105, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-105/132/153,ng/g,Bed Sediment,,,,Dry,< 2 mm
62421,"PCB congeners 135 plus 144, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-135/144,ng/g,Bed Sediment,,,,Dry,< 2 mm
62422,"PCB congener 136, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',6,6'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62423,"PCB congeners 137 plus 176, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-137/176,ng/g,Bed Sediment,,,,Dry,< 2 mm
62424,"PCB congener 141, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,5,5'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62425,"PCB congener 146, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4',5,5'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62426,"PCB congener 151, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,5,5',6-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62427,"PCB congener 156, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3,3',4,4',5-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62428,"PCB congener 157, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3,3',4,4',5'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62429,"PCB congener 158, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3,3',4,4',6-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62430,"PCB congeners 163 plus 138, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-138/163,ng/g,Bed Sediment,,,,Dry,< 2 mm
62431,"PCB congener 167, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3',4,4',5,5'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62432,"PCB congener 169, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"3,3',4,4',5,5'-Hexachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62433,"PCB congeners 170 plus 190, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-170/190,ng/g,Bed Sediment,,,,Dry,< 2 mm
62434,"PCB congener 172, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,5,5'-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62435,"PCB congener 174, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,5,6'-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62436,"PCB congener 177, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,5',6'-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62437,"PCB congener 178, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',5,5',6-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62438,"PCB congener 180, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,4',5,5'-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62439,"PCB congener 183, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,4',5',6-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62440,"PCB congener 185, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,4,5,5',6-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62441,"PCB congeners 187 plus 182, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-182/187,ng/g,Bed Sediment,,,,Dry,< 2 mm
62442,"PCB congener 193, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,3,3',4',5,5',6-Heptachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62443,"PCB congener 194, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62444,"PCB congener 198, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62445,"PCB congener 199, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62446,"PCB congener 201, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62447,"PCB congeners 202 plus 171, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-171/202,ng/g,Bed Sediment,,,,Dry,< 2 mm
62448,"PCB congeners 203 plus 196, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-196/203,ng/g,Bed Sediment,,,,Dry,< 2 mm
62449,"PCB congener 206, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62450,"PCB congener 207, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",ng/g,Bed Sediment,,,,Dry,< 2 mm
62451,"PCB congeners 208 plus 195, bed sediment smaller than 2 mm, recoverable, dry weight, nanograms per gram",USGS use and no use by EPA,PCB-195/208,ng/g,Bed Sediment,,,,Dry,< 2 mm
62455,"Dimethylarsinate ((CH3)2HAsO2), water, filtered, recoverable, micrograms per liter as arsenic",USGS use and no use by EPA,Cacodylic acid,ug/L as As,Dissolved,,,,,
62456,"Calcium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Calcium,ug/g,Bed Sediment,,,,Dry,
62457,"Potassium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Potassium,ug/g,Bed Sediment,,,,Dry,
62458,"Magnesium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Magnesium,ug/g,Bed Sediment,,,,Dry,
62459,"Sodium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Sodium,ug/g,Bed Sediment,,,,Dry,
62460,"Silica, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Silica,ug/g,Bed Sediment,,,,Dry,
62461,"Organic carbon, bed sediment, dry weight, percent",USGS use and no use by EPA,Organic carbon,% by wt,Bed Sediment,,,,Dry,
62462,"Inorganic carbon, bed sediment, dry weight, percent",USGS use and no use by EPA,Inorganic carbon,% by wt,Bed Sediment,,,,Dry,
62463,"Carbon (inorganic plus organic), bed sediment, dry weight, percent",USGS use and no use by EPA,Total Carbon,% by wt,Bed Sediment,,,,Dry,
62464,"Total nitrogen, bed sediment, dry weight, percent",USGS use and no use by EPA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",% by wt,Bed Sediment,,,,Dry,
62465,"Bismuth, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Bismuth,ug/g,Bed Sediment,,,,Dry,
62466,"Cerium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Cerium,ug/g,Bed Sediment,,,,Dry,
62467,"Europium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Europium,ug/g,Bed Sediment,,,,Dry,
62468,"Gallium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Gallium,ug/g,Bed Sediment,,,,Dry,
62469,"Holmium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Holmium,ug/g,Bed Sediment,,,,Dry,
62470,"Lanthanum, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Lanthanum,ug/g,Bed Sediment,,,,Dry,
62471,"Thulium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Thulium,ug/g,Bed Sediment,,,,Dry,
62472,"Erbium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Erbium,ug/g,Bed Sediment,,,,Dry,
62473,"Dysprosium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Dysprosium,ug/g,Bed Sediment,,,,Dry,
62474,"Gadolinium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Gadolinium,ug/g,Bed Sediment,,,,Dry,
62475,"Rubidium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Rubidium,ug/g,Bed Sediment,,,,Dry,
62476,"Gold, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Gold,ug/g,Bed Sediment,,,,Dry,
62477,"Cesium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Cesium,ug/g,Bed Sediment,,,,Dry,
62478,"Praseodymium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Praseodymium,ug/g,Bed Sediment,,,,Dry,
62479,"Samarium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Samarium,ug/g,Bed Sediment,,,,Dry,
62480,"Terbium, bed sediment, dry weight, micrograms per gram",USGS use and no use by EPA,Terbium,ug/g,Bed Sediment,,,,Dry,
62481,"Flufenacet, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,Flufenacet,ug/l,Dissolved,,,,,
62484,"Estrone, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,Estrone,ug/l,Dissolved,,,,,
62487,"Lead-210, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Lead-210,bq/g,,,,,Dry,
62488,"Lead-210 1-sigma precision estimate, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Lead-210,bq/g,,,1-Sigma CSU,,Dry,
62489,"Lead-210, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Lead-210,bq/g,Total,,,,Dry,
62490,"Lead-210 1-sigma precision estimate, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Lead-210,bq/g,Total,,1-Sigma CSU,,Dry,
62491,"Cesium-137, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Cesium-137,bq/g,,,,,Dry,
62492,"Cesium-137 1-sigma precision estimate, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Cesium-137,bq/g,,,1-Sigma CSU,,Dry,
62493,"Cesium-137, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Cesium-137,bq/g,Total,,,,Dry,
62494,"Cesium-137 1-sigma precision estimate, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Cesium-137,bq/g,Total,,1-Sigma CSU,,Dry,
62495,"Beryllium-7, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Beryllium-7,bq/g,,,,,Dry,
62496,"Beryllium-7 1-sigma precision estimate, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Beryllium-7,bq/g,,,1-Sigma CSU,,Dry,
62497,"Beryllium-7, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Beryllium-7,bq/g,Total,,,,Dry,
62498,"Beryllium-7 1-sigma precision estimate, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Beryllium-7,bq/g,Total,,1-Sigma CSU,,Dry,
62499,"Radium-226, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Radium-226,bq/g,,,,,Dry,
62500,"Radium-226 1-sigma precision estimate, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Radium-226,bq/g,,,1-Sigma CSU,,Dry,
62501,"Radium-226, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Radium-226,bq/g,Total,,,,Dry,
62502,"Radium-226 1-sigma precision estimate, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Radium-226,bq/g,Total,,1-Sigma CSU,,Dry,
62503,"Potassium-40, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Potassium-40,bq/g,,,,,Dry,
62504,"Potassium-40 1-sigma precision estimate, sediment, dry weight, becquerels per gram",USGS use and no use by EPA,Potassium-40,bq/g,,,1-Sigma CSU,,Dry,
62505,"Potassium-40, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Potassium-40,bq/g,Total,,,,Dry,
62506,"Potassium-40 1-sigma precision estimate, soil, dry weight, becquerels per gram",USGS use and no use by EPA,Potassium-40,bq/g,Total,,1-Sigma CSU,,Dry,
62518,"n-Hexatriacontane (C36), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Hexatriacontane,ug/kg,Bed Sediment,,,,Dry,
62520,"n-Decane (C10), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Decane,ug/kg,Bed Sediment,,,,Dry,
62521,"n-Docosane (C22), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Docosane,ug/kg,Bed Sediment,,,,Dry,
62522,"n-Dodecane (C12), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Dodecane,ug/kg,Bed Sediment,,,,Dry,
62523,"n-Eicosane (C20), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Eicosane,ug/kg,Bed Sediment,,,,Dry,
62524,"n-Hexacosane (C26), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Hexacosane,ug/kg,Bed Sediment,,,,Dry,
62525,"n-Hexadecane (C16), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Hexadecane,ug/kg,Bed Sediment,,,,Dry,
62526,"n-Nonadecane (C19), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Nonadecane,ug/kg,Bed Sediment,,,,Dry,
62527,"n-Nonane (C9), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Nonane,ug/kg,Bed Sediment,,,,Dry,
62528,"n-Octacosane (C28), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Octacosane,ug/kg,Bed Sediment,,,,Dry,
62529,"n-Octadecane (C18), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Octadecane,ug/kg,Bed Sediment,,,,Dry,
62530,"n-Tetracosane (C24), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Tetracosane,ug/kg,Bed Sediment,,,,Dry,
62531,"n-Tetradecane (C14), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Tetradecane,ug/kg,Bed Sediment,,,,Dry,
62532,"Phytane, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"Hexadecane, 2,6,10,14-tetramethyl-",ug/kg,Bed Sediment,,,,Dry,
62533,"Pristane, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"Pentadecane, 2,6,10,14-tetramethyl-",ug/kg,Bed Sediment,,,,Dry,
62534,"n-Triacontane (C30), bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Triacontane,ug/kg,Bed Sediment,,,,Dry,
62538,"1,2-Dimethylnaphthalene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"1,2-Dimethylnaphthalene",ug/kg,Bed Sediment,,,,Dry,
62539,"1,6-Dimethylnaphthalene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"1,6-Dimethylnaphthalene",ug/kg,Bed Sediment,,,,Dry,
62540,"1-Methyl-9H-fluorene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,1-Methylfluorene,ug/kg,Bed Sediment,,,,Dry,
62541,"1-Methylphenanthrene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,1-Methylphenanthrene,ug/kg,Bed Sediment,,,,Dry,
62542,"1-Methylpyrene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,1-Methylpyrene,ug/kg,Bed Sediment,,,,Dry,
62543,"2,3,6-Trimethylnaphthalene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"2,3,6-Trimethylnaphthalene",ug/kg,Bed Sediment,,,,Dry,
62544,"2,6-Dimethylnaphthalene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"2,6-Dimethylnaphthalene",ug/kg,Bed Sediment,,,,Dry,
62545,"2-Ethylnaphthalene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,2-Ethylnaphthalene,ug/kg,Bed Sediment,,,,Dry,
62546,"2-Methylanthracene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,2-Methylanthracene,ug/kg,Bed Sediment,,,,Dry,
62547,"4H-Cyclopenta[def]phenanthrene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,4H-Cyclopenta[def]phenanthrene,ug/kg,Bed Sediment,,,,Dry,
62548,"9H-Fluorene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Fluorene,ug/kg,Bed Sediment,,,,Dry,
62549,"Acenaphthene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Acenaphthene,ug/kg,Bed Sediment,,,,Dry,
62550,"Acenaphthylene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Acenaphthylene,ug/kg,Bed Sediment,,,,Dry,
62551,"Anthracene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Anthracene,ug/kg,Bed Sediment,,,,Dry,
62552,"Benzo[a]anthracene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Benz[a]anthracene,ug/kg,Bed Sediment,,,,Dry,
62553,"Benzo[a]pyrene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Benzo[a]pyrene,ug/kg,Bed Sediment,,,,Dry,
62554,"Benzo[b]fluoranthene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Benzo(b)fluoranthene,ug/kg,Bed Sediment,,,,Dry,
62555,"Benzo[e]pyrene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Benzo[e]pyrene,ug/kg,Bed Sediment,,,,Dry,
62556,"Benzo[ghi]perylene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Benzo[ghi]perylene,ug/kg,Bed Sediment,,,,Dry,
62557,"Benzo[k]fluoranthene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Benzo[k]fluoranthene,ug/kg,Bed Sediment,,,,Dry,
62558,"Chrysene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Chrysene,ug/kg,Bed Sediment,,,,Dry,
62559,"Coronene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Coronene,ug/kg,Bed Sediment,,,,Dry,
62560,"Dibenzo[a,h]anthracene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"Dibenz[a,h]anthracene",ug/kg,Bed Sediment,,,,Dry,
62561,"Fluoranthene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,Fluoranthene,ug/kg,Bed Sediment,,,,Dry,
62562,"Indeno[1,2,3-cd]pyrene, bed sediment, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,"Indeno[1,2,3-cd]pyrene",ug/kg,Bed Sediment,,,,Dry,
